"itemid","adid","level"
"BTHO1","A56O9","silver"
"T2WSE","4HF2N","other"
"A7JPZ","ER4ZQ","silver"
"LWUBS","3OOHF","other"
"7KRXT","M8RHL","gold"
"KN2AH","W0CSA","gold"
"W5MNX","R3CPF","platinum"
"T9PYN","4WNTZ","gold"
"CRV3E","5JEEF","silver"
"FHH8T","WO5FP","platinum"
"TCKYI","EOIS3","other"
"ZBW6V","7S0TF","platinum"
"LZW2V","3MT40","gold"
"1RC7O","0IU24","silver"
"07ZA5","FID1R","platinum"
"UWQLE","NO4YQ","gold"
"QX34P","LUVKX","other"
"E7MQ8","RXSS8","gold"
"VBEFT","DKR87","gold"
"1VH69","RZBJD","gold"
"4AONS","THPMK","silver"
"U4BJK","JT55H","gold"
"EKH68","LJF7P","other"
"WJVRC","OP9Q8","platinum"
"V2IK3","9QFV4","gold"
"PLLIM","2XZCW","platinum"
"P9UR8","JVQGM","other"
"C2IKT","07WMM","other"
"XE13R","T6L7A","other"
"LQMYQ","OVGTK","other"
"B1Q3X","IEH2P","gold"
"A3YW7","BSEGF","other"
"IP4GF","KXTMJ","platinum"
"EYVQW","PNHKI","gold"
"HKOCU","9TLBJ","gold"
"YG3TD","6WTV8","other"
"6PRY2","87EAN","other"
"F0SSV","I941Q","platinum"
"VXHPA","LD9JE","gold"
"R66RN","UTNLM","other"
"ZA0MC","ZHX7Z","silver"
"V7T2S","KMJ7I","platinum"
"DF2W8","UIMSD","platinum"
"GMTTO","U3CRY","other"
"DTR93","1YT0A","platinum"
"CCJ7U","OE6FD","gold"
"UGITQ","PIWSP","silver"
"FQT9S","3YE69","other"
"L0AT8","M4RH1","gold"
"L04GR","6232X","platinum"
"2CFL5","RY4BY","other"
"H8HT2","NB1C5","other"
"CI2F8","XB5P6","gold"
"IZ0VC","X89PH","other"
"ZK93L","916GA","silver"
"UTTOV","RJVHK","other"
"9YUQZ","NT5X9","gold"
"VNJMH","LAYA5","silver"
"3VUOS","CRJ0J","gold"
"RSOS8","TUD6N","platinum"
"TPTJW","XMYF1","gold"
"XVTB4","H9LIJ","other"
"3W5TH","1YWN5","platinum"
"UFN5R","LR7IP","silver"
"A7B86","8QSJJ","gold"
"21M2J","PHNER","silver"
"XR5EO","R851O","other"
"9OHXY","EHKSC","silver"
"CT20Q","DMBK7","gold"
"PT4H8","WIXET","platinum"
"KVYZZ","ZH68R","other"
"YEY2U","N8Q0L","platinum"
"9TMLV","JIHFA","platinum"
"HRNR4","2UGXM","platinum"
"AWZRZ","20NC3","silver"
"92TFM","5DZ0I","platinum"
"R9LWL","DK2J5","other"
"NYG9R","225RT","gold"
"1I880","98JZ8","gold"
"01BO0","ERI7I","other"
"YZFWK","NTM2T","platinum"
"3KMKD","5PHGI","silver"
"CFGAT","7BKQJ","gold"
"AD3QH","UHS04","silver"
"2FDCS","14IFY","platinum"
"1YXFT","XTRXM","platinum"
"EC3J7","L5DHY","other"
"A02AM","GMGQI","other"
"I7MY5","K7LIP","other"
"L30RH","QKOOC","other"
"LFTY5","RUM7Y","gold"
"5TFU5","OCYY1","gold"
"NG4P9","2B3BB","gold"
"N3YCL","FRJ8T","gold"
"82NM5","ZDIUY","other"
"N6Y1Y","PDRNO","other"
"9KEDJ","O94QN","platinum"
"P7GNH","231KS","silver"
"6BI4A","664HG","platinum"
"KMFU9","VF8XI","silver"
"VHKRC","YY4CF","platinum"
"LYA5C","5G69J","other"
"MROUD","E6NH6","gold"
"OJ4UC","T4VAS","silver"
"3MN61","PY995","other"
"H7CXM","ATR5X","platinum"
"1NR0D","4RCF1","other"
"FO07R","1RRR7","gold"
"6DMN1","QFKLL","silver"
"VNVCW","760VP","silver"
"YR9IC","0WGDZ","platinum"
"4ROWG","RDLZT","platinum"
"L6KPB","E9NCC","gold"
"3HTC7","Z2755","other"
"QA2OK","231N7","other"
"1W580","YRDQF","silver"
"U9K5D","R1INR","other"
"RLD53","0S665","silver"
"8XQM0","NVFB5","gold"
"WD6W4","75TQK","platinum"
"A8E1X","DUYQ9","platinum"
"U9LH3","GLF69","other"
"43WSS","J4OCS","gold"
"J4PNO","6WHOE","other"
"7DWR4","VOB0U","platinum"
"GIJNW","5X2YO","platinum"
"L4HGB","N3ENH","platinum"
"O138G","TR7MN","platinum"
"MT6Z2","20GLH","gold"
"1L4VF","6CXF6","other"
"65J4R","ZFKY4","platinum"
"9AETY","G8FKE","gold"
"BOJ7L","38YQ9","other"
"JSGI7","QCH30","gold"
"TYOX3","J3XTH","silver"
"YC1AW","U5A4N","platinum"
"6JEDO","D1TOD","platinum"
"6S907","JUQ41","silver"
"05T1K","FDB1G","other"
"IFEOM","WKPKJ","gold"
"MV8RY","JPW44","platinum"
"OKA2Q","0XNHR","other"
"AIQJS","KGS3K","platinum"
"M4H1S","6YG3L","other"
"FUIPK","FIKH9","platinum"
"1W7LL","YFV78","gold"
"TABM6","01JMW","other"
"I4PMP","4.90E+20","gold"
"CR21Q","ZZP1R","other"
"A3NKK","B9VWS","silver"
"C6AJ6","SFND3","platinum"
"RO6ZX","CG1HQ","silver"
"AA41I","UU8XA","silver"
"VFW82","OLIA7","other"
"61DR7","FBJFA","other"
"3X4LN","7Z369","gold"
"H6Q9V","IEONY","silver"
"276G6","6NJYZ","other"
"59VPP","NUT22","silver"
"3ENBZ","M5XNK","silver"
"RTZXP","BB5G5","platinum"
"YS7K0","GX02E","other"
"ZHNQD","F7LWM","gold"
"06DXB","THJKW","other"
"GMBNE","IVDK1","silver"
"RXHU7","TJE98","silver"
"YCDVQ","4QH2W","other"
"URWH5","B8014","platinum"
"UF2VN","XGBLH","platinum"
"YL8IR","MMCCY","other"
"NN99C","0K69A","gold"
"P11QZ","3MC9B","platinum"
"H1MJD","ECPVJ","silver"
"C96NR","QSJMP","platinum"
"X724U","7ND4W","other"
"8SXW9","QUF08","platinum"
"NA7OM","3FE4X","silver"
"76KQY","64LZ3","platinum"
"J4142","OSHW9","platinum"
"UVJB2","ZVPT7","platinum"
"BIH0E","A6VKI","gold"
"SXPWS","WCSA1","silver"
"DJOFF","DA9UD","gold"
"ZIWAI","G9IM4","platinum"
"F42D4","0B836","gold"
"YHBN5","0RVM6","platinum"
"5RP36","Q9277","silver"
"Q6S50","L8G9H","other"
"YQOHG","140UB","silver"
"JU8DL","SXZV3","platinum"
"8JQOY","XJVH2","silver"
"JXY8R","SG8ES","other"
"W5F96","B15LD","silver"
"BJ697","1O5YC","platinum"
"07OKK","N3CC8","other"
"UDH4E","RQHHB","silver"
"DKKMI","Z93AR","platinum"
"WV94C","KD4EO","other"
"YLA7I","X2ZGX","gold"
"7UPJJ","XM7Y5","other"
"DZ31Q","PJ1DZ","silver"
"WZFBO","8LNXG","silver"
"N4SUN","TCM0D","other"
"MPIAB","35TNT","gold"
"H5Y1H","NN4T7","platinum"
"CU9YS","C5JDN","other"
"1Z6JT","U57VS","silver"
"3RM9X","JQAKR","silver"
"VKWSS","JVY7T","other"
"OXOEB","RQSJF","gold"
"10VC6","UWS65","platinum"
"A043H","QBLBV","other"
"G57JV","3THZK","silver"
"CV467","9EU4G","gold"
"5PYO4","WL65C","silver"
"TFO7G","GLAAA","silver"
"PYGFN","XB62S","other"
"CL8KI","B5A69","other"
"XK15G","JLNQ7","platinum"
"I0BII","FXR6U","silver"
"HWA18","TLQ8I","silver"
"QNSC4","L4HJ6","platinum"
"KK8F4","G7ZYX","other"
"ZX8TZ","I080C","platinum"
"CX7X2","XSV3B","gold"
"80Q0Q","07MV1","silver"
"PHGIR","UZAZ9","silver"
"UDVEB","0ULED","gold"
"S7EBB","V9VZK","silver"
"T3EAG","VU0SH","silver"
"XUOQN","NNU66","silver"
"Q7LRF","5MBH6","silver"
"40MFQ","Z0WD7","platinum"
"5JTDK","SIJCZ","other"
"FCTJ0","A7UD9","platinum"
"ENFF8","SN7GB","other"
"L0MPT","XOJSA","silver"
"O0B6O","HGD9M","platinum"
"TREMP","K5E0O","other"
"NTDCM","RO6NT","platinum"
"KEIVV","5T6GT","platinum"
"PROFG","6RLD3","silver"
"YC3WI","AH464","gold"
"97MPY","LYXAZ","gold"
"RCISL","BCLEC","other"
"9L6Y7","RDIDK","gold"
"OCRZE","0RYRD","gold"
"EC912","806KP","silver"
"C18NM","X6WBZ","other"
"IV5AL","I39XM","silver"
"PT21L","1V596","silver"
"P92DM","E9NKU","silver"
"R4AQ6","2RA34","gold"
"31CW1","5IYR3","gold"
"H7D5V","UDN3P","silver"
"9EGOQ","YC4UE","gold"
"T1TKT","0CRNR","other"
"1QGU1","RPJ47","platinum"
"7HOK9","HQANN","platinum"
"S2GYU","JIC4R","silver"
"YCIGI","0MMHH","silver"
"0BY8G","KYKD8","platinum"
"KRW2B","96QPT","other"
"610KF","RDLA4","gold"
"0L5MO","9YKOB","other"
"Y77KF","2LVAD","other"
"PP7IF","Y96IV","platinum"
"17T1F","GWGV5","platinum"
"XQP6J","ZZYOG","silver"
"V750Q","B9EOV","platinum"
"KZYKC","T76UG","other"
"L1NKD","IZKG1","platinum"
"MWHPD","EV1SU","silver"
"PA4QZ","83AAW","gold"
"PWB53","CIKTN","silver"
"ESPUE","UP3GH","platinum"
"H0W12","LRYBE","gold"
"C4WZ9","D2CBG","silver"
"4B49P","WNEZ1","silver"
"RUN1R","ZPBFQ","gold"
"QXUFV","WXJQI","other"
"9UYJN","31QC2","silver"
"BMX1A","31G9C","gold"
"LFTY5","9WS9Y","other"
"QUTVA","P34EP","other"
"BVXSW","1WSUI","platinum"
"NGNDE","UKBQA","other"
"EIBS0","61WDS","silver"
"23ANT","7HJ4C","platinum"
"6D2JW","9BOXV","other"
"FSBWT","RXKDW","silver"
"Q1MSF","JJOPJ","gold"
"3FYUV","SPT5E","gold"
"6G928","80ERD","silver"
"5WXE4","I0DM8","other"
"DNJA4","G7QA4","silver"
"UT4ZU","N7040","platinum"
"RIQN6","GH6RV","other"
"OIZSU","603JC","platinum"
"6XGS3","U9IC4","gold"
"RS0AU","O64YK","other"
"DEJ7Z","FC220","silver"
"17PIH","JJYG9","platinum"
"XEHU2","AB8I5","silver"
"C6XFV","B74KL","other"
"HDRV1","G7T10","silver"
"LTJXN","NQ5BK","platinum"
"7P2UK","65R5M","platinum"
"S0B27","SBZPI","platinum"
"AXVVV","ZBYUG","silver"
"B84I1","007V5","silver"
"R6JKG","P81NK","other"
"DG8KZ","YMRUI","platinum"
"57VM3","G6E7W","platinum"
"9AND1","N950Q","gold"
"91EHE","OQO8E","other"
"3GPKJ","QGM7W","gold"
"VRECO","LD1O4","gold"
"MYKNI","CGOGN","silver"
"RYEJM","I4CEI","platinum"
"42JI4","K53I4","silver"
"AEJ3P","ELO1D","silver"
"RJN1V","JNOQP","other"
"SLGWH","KIQLX","platinum"
"FT2JA","3TTU6","other"
"WVX20","UHKLP","gold"
"PUU71","OWL8F","silver"
"QIL4P","VVCLE","other"
"EX595","QVFKC","other"
"WIUJ4","4LOD5","platinum"
"IX6P3","JFATM","silver"
"OT7KI","VXYUR","silver"
"P7DXM","1UYCK","gold"
"R636K","TLPQE","gold"
"S0RP1","EMJSU","silver"
"XFNKK","TPDQ9","gold"
"E0SO8","ERGO7","silver"
"SPDE8","FLV5V","silver"
"6MEEZ","Z2G06","other"
"64U58","WBQEJ","other"
"G82UL","RPC3R","platinum"
"DARQ1","6U62L","other"
"0RIK3","HR1L3","other"
"0TZUP","YUOIR","other"
"OID8L","H4I5B","silver"
"GLYAK","CWJLI","gold"
"1M8JK","9XRLT","gold"
"RUVID","KW2RC","gold"
"20JRI","5RDZM","silver"
"COJVH","3KKO2","platinum"
"M2FAP","MF8CO","gold"
"TUVNQ","OI9T6","platinum"
"F0NTT","LPTTC","silver"
"M1Q54","OIAII","gold"
"VVFC5","9W16X","other"
"VOYBV","XO3XT","platinum"
"AOJR3","DX5LA","platinum"
"AAAVU","5G8KY","other"
"G25WT","EFE9S","other"
"Q82Q9","SD7IH","gold"
"9XKBX","HVFJW","platinum"
"R0WUW","GHFDL","platinum"
"X3O4G","S4K0L","silver"
"UPRM1","LD0UK","other"
"AQDIG","C4HFM","silver"
"M9Q2L","1BKK3","other"
"I6CPJ","HESQS","silver"
"NTH6Y","TCSWW","platinum"
"ULFV3","FX17W","platinum"
"6SCTF","NH44J","other"
"SVMX2","UJ872","silver"
"6NE9K","62ZSE","platinum"
"YS4YO","Z3JI6","gold"
"P5KSZ","KC5HX","gold"
"YNLMD","XIF50","gold"
"ADZWR","70RGW","gold"
"LZI0P","5TLTG","other"
"YEGVE","C50OY","silver"
"8S2NG","CYRIT","silver"
"R8Y1A","073W6","other"
"KPH7K","WLVJ0","gold"
"EP9G5","RCKRI","other"
"EC6R4","8L0UG","platinum"
"HZY77","HQ6NM","gold"
"TK5LF","WMWYR","silver"
"WDFYE","YOZPI","other"
"X3PT8","3VYCQ","silver"
"WI4QM","7E0S9","other"
"OMIGS","WWK2T","gold"
"P69NU","VRZ7P","other"
"O3H9Y","8G1PQ","gold"
"ORQLC","0VG7Y","silver"
"Q4VDG","V3V3M","platinum"
"UJPDH","A94ZR","silver"
"TB7MV","TBD7X","other"
"NRZ97","LKX7E","silver"
"TA98F","2BY31","silver"
"0IMJU","XHYMS","silver"
"9FMBF","D5ASJ","other"
"SC1QX","OTLDB","other"
"5UII6","L38IC","other"
"VFKLZ","UEV9M","gold"
"3F9TL","AUCSF","silver"
"ABDAO","FCH02","platinum"
"D4UOM","NS7N1","other"
"44T8U","I4HZY","other"
"5U8QH","RGQJP","platinum"
"55BUX","T7J75","other"
"R2B8M","BO2OI","platinum"
"HY8GL","13Q3J","silver"
"NL6K0","YCVII","gold"
"6G1TQ","AGXZ2","platinum"
"TX5SJ","L4B2Q","platinum"
"8W6LP","BBNOF","gold"
"W1BXE","J72JM","silver"
"YZ4FM","KCJUZ","silver"
"RDHCK","J6KAY","other"
"3P37K","KNZM9","other"
"1LM97","ZDRQ9","gold"
"JT7JX","3KCNN","platinum"
"ABCAG","RUTOC","other"
"BJ697","Y3TOX","silver"
"QNWWM","25UEK","platinum"
"TCKYI","VWLUY","platinum"
"3NUCI","O81KU","other"
"WIX3U","28W5L","platinum"
"K3KR7","NUQQX","gold"
"ZNU5M","AP55D","gold"
"2HRYS","IG94G","platinum"
"R9HZ5","4M2LF","platinum"
"0OXQB","W9EKN","platinum"
"U1ZSH","PRBZA","other"
"ODWV9","F3XF8","other"
"YZF44","QAVNP","other"
"ZT4V0","SBTS3","platinum"
"VLUQR","CFN5L","gold"
"9D537","T7BRT","silver"
"88OL6","828VZ","platinum"
"VOU0Q","LN04G","platinum"
"DNXAG","C4R3W","gold"
"XBDQ1","48GK5","platinum"
"25MF2","9LHPF","silver"
"QJANL","XCZ1R","other"
"TATTA","DJU6H","silver"
"M1RI7","SU2JO","silver"
"VWAPL","S3RBF","other"
"HVYMM","F0NTT","platinum"
"QKWZB","LVE4U","gold"
"LM2FF","MK3DW","other"
"CEX9Q","PFW3M","silver"
"978PI","3CKXR","silver"
"D8Y7I","BBCAY","platinum"
"DMRC3","RUY45","platinum"
"4OCSD","GVOA8","gold"
"VCBZD","4I4EA","platinum"
"UR4H6","UANW6","gold"
"JGRUB","TLAG0","silver"
"DHRDF","8DQKC","silver"
"J0RLJ","QO8UG","silver"
"RJN1V","CFH17","gold"
"JBI9O","5KOCH","platinum"
"G75D4","0IMJU","gold"
"DI9MA","G3UZV","other"
"J5W8A","XPKP5","gold"
"F82A8","1FBU0","silver"
"29ZGA","2PLT9","gold"
"20K0I","4PPQ4","gold"
"CYKJ0","U7170","other"
"ZZS73","PHXDC","other"
"9HWOZ","G2T09","silver"
"3KMKD","4TCBL","other"
"YZG2A","PVQAR","other"
"QK4GT","PZJIJ","gold"
"FEA30","VKYC0","silver"
"MB43W","3SC7Q","other"
"3X4LN","E7PZQ","platinum"
"6S4YU","G9K1E","platinum"
"HIBFV","5HLBH","platinum"
"A884E","9XIY9","silver"
"HPTEO","HR7GB","gold"
"TZFJZ","IY749","other"
"V2XB0","LZQN8","gold"
"CEOIC","P29GP","other"
"KDGIQ","7OBRT","gold"
"AV6BW","K3J93","silver"
"II66G","P8KP2","other"
"UZGQE","LJDON","gold"
"U1MPE","F5DE2","silver"
"DZ0XF","9JBCX","gold"
"HSHGF","L59WR","platinum"
"BE3B0","WJX31","silver"
"QX676","GVEPA","platinum"
"518WM","Y21X4","silver"
"HLKKF","GDR5L","silver"
"9SMV6","NJYLL","gold"
"8SI4V","PXIUN","other"
"TH1UH","KNILC","platinum"
"6JAAH","F1OL4","platinum"
"HXFPX","AS010","platinum"
"DAO0F","78AD3","silver"
"0AIAC","G9F4I","platinum"
"ALP68","F36KU","other"
"N48HZ","JOHSL","platinum"
"7T4ME","OLEL3","silver"
"YPZDA","GOQ1A","gold"
"0425T","Q7VJP","silver"
"TZN76","JMAHB","other"
"W5MNX","GG7X6","gold"
"9P1PN","VUB7L","gold"
"L6KJR","4KHUR","silver"
"CWOBE","65A2G","silver"
"FTUGA","G608S","platinum"
"XV3QE","WH6HL","platinum"
"BLWZY","54K0S","platinum"
"TL33P","SJMF9","silver"
"V6NN8","YXVD0","silver"
"O061O","X7NTZ","platinum"
"LFAYI","WL0IV","other"
"MKGP8","MKF9W","silver"
"1IAYF","J4720","gold"
"KHEPJ","D9PPU","platinum"
"ZVVTC","5U3JI","gold"
"XTPS4","OOZ9I","silver"
"B0ZGN","ZWCIN","silver"
"MOIYX","7MFED","gold"
"0R25W","HMNJC","silver"
"A34BI","8RMV0","platinum"
"N3SJZ","R5LI6","other"
"G0FYV","6GD6V","silver"
"5C7SX","GIA7W","other"
"VM62D","K2PYL","platinum"
"X5XLS","SWP6A","gold"
"UNCZI","XZNIM","other"
"ONXIY","FQD0J","other"
"W5DBR","11KWX","silver"
"VJCU1","Z63RM","gold"
"ZV96V","8L6QK","gold"
"ASSXS","T65TY","other"
"DJ4L0","XVZTV","gold"
"BVIS4","J261C","platinum"
"KMF18","LZV2T","gold"
"AB8I5","LQHEO","gold"
"F5DP1","CQ92T","silver"
"OO7AU","VRNCJ","silver"
"4KHUR","1KXB2","platinum"
"CRGE1","YHWKW","gold"
"YOTF6","6G5LI","silver"
"HLJIH","X7OE9","platinum"
"DNQ6X","T2WGS","silver"
"HI6LQ","THRDS","other"
"PWAEF","M8M8V","silver"
"XANZT","7WN7N","silver"
"W1G69","XMLQB","platinum"
"RTZXP","VJGJS","gold"
"TK8L8","8OVWK","silver"
"Y2KGG","HWDWP","other"
"6XUMM","CGN23","silver"
"2WIBF","AMFD2","other"
"FGHI7","8IUIC","gold"
"TJQOV","ODS32","platinum"
"IC674","H73UN","gold"
"1BO43","63DGG","platinum"
"X4MWD","SSPZR","other"
"ORE33","MLKMA","silver"
"67OA1","L3HFM","other"
"ZULPT","GKRON","other"
"01HJM","ZTYM3","gold"
"MXG2J","W5PXA","other"
"W2VOB","9RRGD","other"
"CSB5R","TXGFV","gold"
"1AA2C","SQDQC","gold"
"Y9KUM","JWL4T","gold"
"XFCDR","ZGV3E","platinum"
"0QHP8","CIB26","platinum"
"LY430","J9BTR","gold"
"LZVVL","XICO1","gold"
"PQHZ6","S23H5","other"
"CY0HK","F1VBA","other"
"G1TIF","72SXR","other"
"HMQHC","YOGIZ","gold"
"R3HOK","ZKHFH","platinum"
"E3GSE","TYCVU","gold"
"9JTUO","UYWMI","platinum"
"J52AU","1YVJJ","other"
"3JCQV","8WR6B","platinum"
"E2KKR","AL0ZF","other"
"AMS8H","KPIZC","silver"
"N13VP","OP838","platinum"
"DZ4LF","B6CDN","silver"
"UDN3P","ON9IB","gold"
"A27OA","YXTSW","gold"
"SOODT","PFX1G","silver"
"RLMFM","IKMAR","gold"
"E0FR3","IMDKM","platinum"
"YKDHX","MW7UM","gold"
"564A0","IH8GH","other"
"99N5H","87HJ9","silver"
"X6QZ8","OJ1C4","platinum"
"UNHIT","0KD9H","other"
"IHDQS","3TDBP","platinum"
"PRKTP","1BFBF","platinum"
"ZICO6","JU7RT","other"
"KXJIW","UWIUV","gold"
"DY2YC","JI9BL","gold"
"2PAL6","8VBMU","gold"
"O3ZN5","28W85","other"
"PCJ9R","SMF4Q","gold"
"8TDSR","6EBY3","platinum"
"HJ2KC","H7BKR","platinum"
"01FY0","UAO12","other"
"R27AN","9NGJW","silver"
"62TGP","50UF2","gold"
"BK7L2","JCEVH","silver"
"8J5CL","S9L79","platinum"
"11QFF","M7DPA","gold"
"7P9R1","LHEFM","platinum"
"0HT6P","4ZSJC","silver"
"5KTHF","W01TR","other"
"1J5N2","MAQQY","silver"
"MOEMV","B8Q2S","silver"
"PV3U0","BIBDR","other"
"3SQQT","07CO3","gold"
"43LX4","YR8F8","platinum"
"TJEI1","I0HRX","platinum"
"P5KSZ","8MN02","other"
"1ZMQH","O8WYC","platinum"
"UQQIO","6NYB7","other"
"UNBIO","QFLR8","gold"
"J7SCA","46NUM","other"
"DB00L","JU93D","platinum"
"VZVZN","Y2MC7","platinum"
"ITY0F","UJWRL","other"
"GJD91","YOKFC","other"
"7Q3SH","7E5UF","gold"
"GGVA0","7HH4P","gold"
"MQQVX","H3NJ5","silver"
"YFP4S","135MH","platinum"
"PWAD9","UXL6W","silver"
"NB5EY","I5CBX","platinum"
"NQCU8","QXUCZ","other"
"60NKZ","EHCA6","gold"
"NPEC1","ZLD45","other"
"O38J9","1XNBD","other"
"IVZSP","OQD51","gold"
"UNKPK","2RC4O","silver"
"5R6BR","MZYJY","gold"
"TSC1W","HGJCL","other"
"JY36T","5WFRX","other"
"UYDNG","XBTXB","silver"
"YJOSM","2Z1E7","platinum"
"77JDY","Q82KD","other"
"FU76E","JKZFU","other"
"W9K96","UA4HO","platinum"
"AVUUC","GQIKI","silver"
"NA6UB","9U6E5","silver"
"UF789","2C8U3","other"
"GOBQL","8BOO4","silver"
"LAHCE","I729Q","silver"
"77JTI","FYO1K","other"
"9BKTO","JGXIB","gold"
"XVC1J","SE2MS","other"
"YR9IC","Z626S","silver"
"70RGW","9YBC7","silver"
"5DHY3","4BHQC","silver"
"TL3HF","MM55Q","platinum"
"DUBDY","WWR9O","other"
"LO1Z9","4E4BU","silver"
"HX2G9","CXFK8","gold"
"JO2LS","UT22I","silver"
"QOYDI","UBNE9","silver"
"1QOZT","W0XA9","other"
"4WA9Z","SXR5E","platinum"
"GNMYE","W866J","gold"
"5DN5Q","EDOWS","platinum"
"MFJHF","A2E6V","platinum"
"9W9VI","AAIXU","other"
"7WPPD","VAMUK","other"
"ZIRCK","ND3EQ","other"
"GR5XS","L26UW","other"
"D73A7","O289O","silver"
"BLZLD","R1CKC","gold"
"GIFO0","9YOED","platinum"
"5ZOKU","7BLST","other"
"X4SF8","XET1M","gold"
"FELTH","US4SQ","other"
"CKID2","4EG43","other"
"B92EA","Y9PVA","silver"
"W5L17","4CULE","platinum"
"RVB6G","AV5Z6","other"
"63URO","Z60HW","gold"
"XNVJ3","NV7EC","gold"
"JPL75","KD628","gold"
"UGQFT","7FC6N","platinum"
"W5A3N","MAVNP","other"
"XVPYJ","VWFUL","silver"
"AYPZC","33CSZ","gold"
"LXN8C","7HH7E","silver"
"7FZ85","QVT8S","silver"
"YR8F8","EMKRO","silver"
"AR8E8","LLCQX","platinum"
"ISAQS","QRL9S","gold"
"8FYI2","D1V1S","gold"
"ZGXFX","KYEXI","platinum"
"P3LCR","R89CH","gold"
"AVY0Y","1LTPT","other"
"LXSA8","NDTA1","other"
"T9D8D","A8PLW","other"
"2XWI9","KYK2F","gold"
"W1660","3PK8J","platinum"
"ACV5K","OV2JZ","gold"
"LHYK7","Q0ZLY","other"
"CY6Y6","K5BJQ","silver"
"O0M6V","MM7J3","platinum"
"GFUMB","GZ2DG","platinum"
"B80M9","43ZUK","platinum"
"THU86","HOVZF","gold"
"FMAQR","G2W79","gold"
"5K743","IL4KS","gold"
"E4KM4","JERY7","silver"
"OJH4H","6Y4MW","platinum"
"1ZYH6","CMA5Q","other"
"Q36IC","K1DFN","platinum"
"SP00H","3X48W","silver"
"MIQM6","4T71X","silver"
"NOF67","EQCCD","other"
"RBQIW","YETSV","gold"
"OSQNL","1Q6HU","platinum"
"E8LHO","BBVOH","silver"
"4W5AK","LM6GP","silver"
"CPWFJ","Z7JAS","silver"
"X4MWD","ELW3Y","gold"
"83TCU","P2XG3","other"
"FHOIY","87OLP","other"
"KTJZ4","EUATX","gold"
"YSRFE","9KADE","gold"
"RZKY2","N2JKY","gold"
"A5KSA","QH7XD","gold"
"VI56W","9AQYO","platinum"
"2XN2Z","HWBJR","gold"
"N0DPL","M2XZ9","other"
"ZZOCN","YWQ8M","other"
"WEE6F","WRTXP","silver"
"RZ5HM","ZXZQI","gold"
"EOBKG","ZDCPZ","silver"
"CW8N2","SN0VQ","other"
"7B7IV","SW7Z2","silver"
"UX3W6","MQ5F3","platinum"
"SE9BS","VVJB6","gold"
"A6QTQ","TRTQQ","other"
"168WM","O929F","silver"
"47PBO","NMMVR","silver"
"IWQC1","MGZ4N","other"
"NTRGP","09NWC","gold"
"1W4OJ","G2RKY","platinum"
"Z6VDD","8453O","other"
"OJI4X","9KI8C","silver"
"TASKW","J9N5G","silver"
"T53L6","R1W5U","platinum"
"DFOCE","Z0QXL","gold"
"IKDP3","51EID","platinum"
"5GISC","MI6A1","gold"
"KRXYV","610II","gold"
"WJ5PN","OYT6S","other"
"Z7NJP","IVJG4","gold"
"2ZSSF","L2UJI","gold"
"3T1HX","WGHBR","gold"
"A1XY8","VIWDB","gold"
"PYGY9","55ZJI","other"
"98XKP","NTR28","platinum"
"D9JEH","BE7L4","other"
"JPMCQ","7GWUV","other"
"ITC42","JVGEU","gold"
"1KPIU","S52N9","gold"
"LMXBI","UK8KB","silver"
"TQBFW","BJBVO","other"
"WD7WA","X19I2","platinum"
"L7TGG","HDRZ3","other"
"ZVR5Z","6AJ1Z","silver"
"Y3N1C","FW3F4","gold"
"ZUKPT","BD9HP","platinum"
"H9DQU","21AGN","gold"
"VENW5","84FYU","platinum"
"ZYHQK","75N9P","gold"
"DGNF5","SXRJ0","other"
"4LCAQ","D6GVO","gold"
"GS3YH","HHIPS","silver"
"UGN5G","2VXOF","silver"
"7L80Q","UTVAD","silver"
"QPZG2","33SSG","silver"
"TL0NY","UNBAW","silver"
"K4I57","RXIRJ","platinum"
"7VBGQ","ELUVZ","silver"
"VHELJ","CHYV2","platinum"
"I5RIG","D1RXA","silver"
"VFVUN","1YVJ1","other"
"H0OLZ","BLYA4","other"
"BM3E7","UOFYS","platinum"
"QEWZZ","NKXF7","gold"
"9GRUK","O4Z7B","silver"
"MSLQP","8YH1S","gold"
"GOMSF","8EA3R","silver"
"5PELH","DSARB","other"
"OPVHO","H5FWP","platinum"
"O7LY0","1W8R0","platinum"
"LLM1D","UJX2E","silver"
"H0GV3","8RB1K","platinum"
"4Z87B","OF3PY","other"
"URWH5","2OYPQ","other"
"WVXME","Q6A2K","platinum"
"TUE1V","SHNW8","silver"
"FPMGH","1AYLH","silver"
"2KXP4","8TY2V","gold"
"ZY9RE","HHSYO","silver"
"E5TLF","KT555","other"
"5OO3P","DUU15","gold"
"C45KV","8VV8A","gold"
"89K5F","JFZRL","other"
"AUINM","3PNLB","gold"
"NX1KF","4A5HS","gold"
"7HMIA","4A1S5","platinum"
"46HHW","I88M5","platinum"
"FK2UR","HERSN","silver"
"G68DR","Z9TT1","silver"
"TJGTT","IH41U","other"
"Q8J30","3B13U","gold"
"X3LHT","FHA5U","platinum"
"R96SU","4QRBF","other"
"ZBYYU","1SQK4","platinum"
"UXQ69","XPM1F","gold"
"I7DTD","LTHZQ","platinum"
"LO7SA","AWXPP","silver"
"PWT57","JJRSQ","silver"
"YJEBI","FZIV0","platinum"
"P8XBQ","WYEAG","other"
"8XAHD","7I4QZ","other"
